ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Popularity,description,genre,Description,Genre
0515127396,The Cat Who Saw Stars (Cat Who... (Paperback)),Lilian Jackson Braun,2000,Jove Books,http://images.amazon.com/images/P/0515127396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127396.01.LZZZZZZZ.jpg,False,,"Qwilleran, Jim (Fictitious character) -- Fiction.|Yum Yum (Fictitious character : Braun) -- Fiction.|Koko (Fictitious character) -- Fiction.|Unidentified flying objects -- Fiction.|Country life -- Fiction.|Millionaires -- Fiction.|Siamese cat -- Fiction.|Cat owners -- Fiction.|Cats -- Fiction.|Moose County (Imaginary place) -- Fiction.","When Koko's star watching leads Qwill to a dead body, serious sleuthing ensues... Qwill, Koko and Yum Yum find themselves embroiled in the world of extra-terrestrials in The Cat Who Saw Stars, the charming whodunit from Lilian Jackson Braun. Perfect for fans of cosy crime and cunning cats. 'The ideal bedtime tales for grown-ups' - Los Angeles Times Jim Qwilleran, newspaper columnist and Moose County's richest resident, is intrigued to hear about the mysterious disappearance of an unidentified backpacker somewhere in Fishport, a village near Mooseville where he has a log cabin. With its hundred miles of lake for a vista and its great dome of sky, Mooseville is just the place to spend a short summer vacation. Rest and relaxation, however, are out of the question, for Qwill finds himself dragged into some highly innovative plans for this year's fourth of July parade. Above all, he is determined to dispel the rumours circulating that extra-terrestrial beings may be responsible for the missing backpacker... What readers are saying about The Cat Who... series: 'These [books] make lovely, light hearted reading with a good mix of humour and adventure' 'The entire 'Cat Who...' series are a delight for cat and mystery lovers' 'A purrfect read'",Fiction
0345416260,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996,Ballantine Books,http://images.amazon.com/images/P/0345416260.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345416260.01.LZZZZZZZ.jpg,False,,"Historical - General|Fiction / Historical|Reading Group Guide|Fiction|Fiction - Historical|Church history|Joan (Legendary Pope)|Middle Ages, 600-1500",Fiction excerpts from eighteen acclaimed authors whose works appeared as Ballantine Reader's Circle titles in 1999; with a personal introduction to each author from their editor on what delights them about their authors' fiction.,Fiction
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,False,"In April 1992 a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, his decomposed body was found by a moose hunter. How McCandless came to die is the unforgettable story of Into the Wild.","McCandless, Christopher Johnson, 1968-1992.|Adventure and adventurers -- United States -- Biography.|Wayfaring life -- Alaska.|Wayfaring life -- West (U.S.)|Hitchhiking -- Alaska.|Hitchhiking -- West (U.S.)|Alaska -- Biography.|West (U.S.) -- Biography.","Jon Krakauer's Into the Wild examines the true story of Chris McCandless, a young man who walked deep into the Alaskan wilderness and whose SOS note and emaciated corpse were found four months later. With an introduction by novelist David Vann. In April 1992, Chris McCandless set off alone into the Alaskan wild. He had given his savings to charity, abandoned his car and his possessions, and burnt the money in his wallet, determined to live a life of independence. Just four months later, Chris was found dead. An SOS note was taped to his makeshift home, an abandoned bus. In piecing together the final travels of this extraordinary young man's life, Jon Krakauer writes about the heart of the wilderness, its terrible beauty and its relentless harshness. Into the Wild is a modern classic of travel writing, and a riveting exploration of what drives some of us to risk more than we can afford to lose. From the author of Under the Banner of Heaven and Into Thin Air. A film adaptation of Into the Wild was directed by Sean Penn and starred Emile Hirsch and Kristen Stewart. 'It may be nonfiction, but Into the Wild is a mystery of the highest order.' – Entertainment Weekly",Biography & Autobiography
0385512104,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003,Doubleday,http://images.amazon.com/images/P/0385512104.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg,False,,,"Discusses the novel, The Curious Incident of the Dog.",Fiction
0679771476,The Law of Similars,CHRIS BOHJALIAN,2000,Vintage,http://images.amazon.com/images/P/0679771476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679771476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679771476.01.LZZZZZZZ.jpg,False,"Widower Leland Fowler, a deputy state prosecutor, finds love again when he makes an appointment with homeopath Carissa Lake in an attempt to rid himself of a chronic sore throat, but he faces an ethical and moral dilemma when Carissa is suspected of causing the death of one of her asthma patients.",Women physicians|Homeopathic physicians|Fiction,"From the New York Times bestselling author of The Flight Attendant comes this riveting medical thriller about a lawyer, a homeopath, and a tragic death. When one of homeopath Carissa Lake's patients falls into an allergy-induced coma, possibly due to her prescribed remedy, Leland Fowler's office starts investigating the case. But Leland is also one of Carissa's patients, and he is begining to realize that he has fallen in love with her. As love and legal obligations collide, Leland comes face-to-face with an ethical dilemma of enormous proportions. Graceful, intelligent, and suspenseful, The Law of Similars is a powerful examination of the links between hope and hubris, love and deception. Look for Chris Bohjalian's new novel, The Lioness!",Fiction
0064405176,Walk Two Moons,Sharon Creech,1996,HarperTrophy,http://images.amazon.com/images/P/0064405176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064405176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064405176.01.LZZZZZZZ.jpg,False,,Death -- Juvenile fiction|Grandparents -- Juvenile fiction|Family life -- Juvenile fiction|Friendship -- Juvenile fiction|Idaho -- Juvenile fiction,"""Everything you need for successful literature circles that get kids thinking, talking, writing--and loving literature""--Cover",Education
076790382X,I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away,Bill Bryson,2000,Broadway Books,http://images.amazon.com/images/P/076790382X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/076790382X.01.LZZZZZZZ.jpg,False,,"Travel writing|United States|Description and travel|Biography / Autobiography|Biography & Autobiography|Travelers|Biography/Autobiography|USA|General|Literary|United States - 20th Century|Biography & Autobiography / General|1971-|Anecdotes|Bryson, Bill|Social life and customs","A classic from the New York Times bestselling author of A Walk in the Woods and The Body. After living in Britain for two decades, Bill Bryson recently moved back to the United States with his English wife and four children (he had read somewhere that nearly 3 million Americans believed they had been abducted by aliens—as he later put it, ""it was clear my people needed me""). They were greeted by a new and improved America that boasts microwave pancakes, twenty-four-hour dental-floss hotlines, and the staunch conviction that ice is not a luxury item. Delivering the brilliant comic musings that are a Bryson hallmark, I'm a Stranger Here Myself recounts his sometimes disconcerting reunion with the land of his birth. The result is a book filled with hysterical scenes of one man's attempt to reacquaint himself with his own country, but it is also an extended if at times bemused love letter to the homeland he has returned to after twenty years away.",Biography & Autobiography
0425158616,Cause of Death,Patricia Daniels Cornwell,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425158616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg,False,,,"The seventh book in the Kay Scarpetta series, from No. 1 bestselling author Patricia Cornwell. 'America's most chilling writer of crime fiction' The Times An investigative reporter is found dead in Virginia's icy waters . . . New Year's Eve and the final murder scene of Virginia's bloodiest year takes Scarpetta thirty feet below the Elizabeth River's icy surface. A diver, Ted Eddings, is dead, an investigative reporter who was a favourite at the Medical Examiner's office. Was Eddings probing the frigid depths of the Inactive Shipyard for a story, or simply diving for sunken trinkets? And why did Scarpetta receive a phone call from someone reporting the death before the police were notified? The case envelops Scarpetta, her niece Lucy, and police captain Pete Marino in a world where both cutting-edge technology and old-fashioned detective work are critical offensive weapons. Together they follow the trail of death to a well of violence as dark and forbidding as water that swirled over Ted Eddings. Praise for the groundbreaking series: 'One of the best crime writers writing today' Guardian 'Devilishly clever' Sunday Times 'The top gun in this field' Daily Telegraph 'Forget the pretenders. Cornwell reigns' Mirror 'The Agatha Christie of the DNA age' Express",Fiction
0060175400,The Poisonwood Bible,Barbara Kingsolver,1999,HarperCollins,http://images.amazon.com/images/P/0060175400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060175400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg,False,"The Poisonwood Bible is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it - from garden seeds to Scripture - is calamitously transformed on African soil.

What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa. The novel is set against one of the most dramatic political chronicles of the twentieth century: the Congo's fight for independence from Belgium, the murder of its first elected prime minister, the CIA coup to install his replacement, and the insidious progress of a world economic order that robs the fledgling African nation of its autonomy.",Americans -- Congo (Democratic Republic) -- Fiction|Missionaries -- Fiction|Congo (Democratic Republic) -- Fiction,"New York Times Bestseller • Finalist for the Pulitzer Prize • An Oprah's Book Club Selection “Powerful . . . [Kingsolver] has with infinitely steady hands worked the prickly threads of religion, politics, race, sin and redemption into a thing of terrible beauty.” —Los Angeles Times Book Review The Poisonwood Bible, now celebrating its 25th anniversary, established Barbara Kingsolver as one of the most thoughtful and daring of modern writers. Taking its place alongside the classic works of postcolonial literature, it is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in Africa. The story is told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it—from garden seeds to Scripture—is calamitously transformed on African soil. The novel is set against one of the most dramatic political chronicles of the twentieth century: the Congo's fight for independence from Belgium, the murder of its first elected prime minister, the CIA coup to install his replacement, and the insidious progress of a world economic order that robs the fledgling African nation of its autonomy. Against this backdrop, Orleanna Price reconstructs the story of her evangelist husband's part in the Western assault on Africa, a tale indelibly darkened by her own losses and unanswerable questions about her own culpability. Also narrating the story, by turns, are her four daughters—the teenaged Rachel; adolescent twins Leah and Adah; and Ruth May, a prescient five-year-old. These sharply observant girls, who arrive in the Congo with racial preconceptions forged in 1950s Georgia, will be marked in surprisingly different ways by their father's intractable mission, and by Africa itself. Ultimately each must strike her own separate path to salvation. Their passionately intertwined stories become a compelling exploration of moral risk and personal responsibility.",Fiction
1573221775,My Dream of You,Nuala O'Faolain,2001,Riverhead Books,http://images.amazon.com/images/P/1573221775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573221775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573221775.01.LZZZZZZZ.jpg,False,"""Kathleen de Burca is a travel writer based in London. The office is the nearest thing she has to a home, and her colleagues to friends and a family. And then a quick series of blows strips away the props of her life, revealing the painful cost of her refugee existence, and she is faced with the frightening imperative of change."".

""In her crisis she turns to a new kind of writing, and decides to investigate a story about a relationship so passionate that it burned its way across the barriers of class and culture, a true story she has long known in fragments - the scandalous affair between the wife of an English landlord and an Irish servant in Ireland in the 1850s, years marked by the devastation of the potato famine."".

""After an absence of thirty years, Kathleen returns to Ireland to research the story of the lovers and begins a journey that leads her not only into the historical past, but into a reconsideration of the family she fled years ago. During her time in the country, she meets a lover of her own who presents her with a choice that promises to alter the course of her life. As she moves toward her decision, she calls on the strengths of her identity as a woman, an Irish woman, and a woman who is no longer young.

And meanwhile, she brings the story of the two long-ago lovers to a denouement as tender as it is tragic.""--BOOK JACKET.","Middle-aged women -- Fiction.|Famines -- Fiction|Ireland -- History -- Famine, 1845-1852 -- Fiction.|Ireland -- Fiction.",رواية مسرودة بجمال ورقة متناهية. هي قصة عن علاقة رجل بالطبيعة في صور سيريالية حية، وعن تقدير العزلة، وعن غزو الحياة العصرية لعالم ينبع جماله البديع من عذريته.. وعن اللحظات التي تهزنا وتساهم في تشكيلنا.,Fiction
0671537458,Waiting to Exhale,Terry McMillan,1995,Pocket,http://images.amazon.com/images/P/0671537458.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671537458.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671537458.01.LZZZZZZZ.jpg,False,,African American women -- Fiction|African American men -- Fiction|Friendship -- Fiction|Phoenix (Ariz.) -- Fiction,"Exhaling lightens the inner sole. The human body waits for exhaling its emotions. Waiting to exhale is a book which is beautifully crafted focusing on man's flaws, overthinking, love, loneliness. This book is a collection of 35 poems which will surely take you to the land of dreams. A land where the soul craves for exhaling. It has gathered and packed all the feelings together which the soul craves for to be expressed. With its every swirl and every flip of the page you can feel the essence through words.",Fiction
0743437810,The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,2004,Pocket Books,http://images.amazon.com/images/P/0743437810.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743437810.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743437810.01.LZZZZZZZ.jpg,False,,,"From the bestselling Sunday Times author of The Goodbye Man, discover Jeffery Deaver's thrilling series that is now a major NBC TV series. Can Lincoln Rhyme catch a diabolical killer in a world of truth and lies? A killer flees the scene of a homicide at a prestigious Manhattan music school and locks himself in a classroom. Within minutes, the police have him surrounded. A scream rings out, followed by a gunshot. The police break down the door. The room is empty. Perplexed, the police bring in Lincoln Rhyme and Amelia Sachs to investigate. For the ambitious Sachs, solving the case could earn her a promotion. For the quadriplegic Rhyme, it means relying on his protégé to ferret out a master illusionist. Dubbed The Conjurer, this fiendish killer baits them with murders that become more and more diabolical with every crime. As the fatalities rise and the minutes tick down, the pair must move beyond the smoke and mirrors to prevent a terrifying act of vengeance that could become the greatest vanishing act of all. 'Deaver is the master puzzler' Sunday Telegraph",Fiction
0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams,1996,Random House Value Publishing,http://images.amazon.com/images/P/0517149257.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517149257.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517149257.01.LZZZZZZZ.jpg,False,"This outrageous volume contains six zany, out-of-this-world adventure stories by this incomparable novelist. From the very first to the very latest-all best sellers-includes The Hitchhiker's Guide to the Galaxy; The Restaurant at the End of the Universe; Life, the Universe and Everything, So Long and Thanks for all the Fish; Young Zaphod Plays it Safe; and Mostly Harmless.","Prefect, Ford (Fictitious character) -- Fiction.|Dent, Arthur (Fictitious character) -- Fiction.|Humorous stories, English.|Science fiction, English.","In one complete volume, here are the five classic novels from Douglas Adams’s beloved Hitchhiker series. Now celebrating the pivotal 42nd anniversary of The Hitchhiker’s Guide to the Galaxy, soon to be a Hulu original series! The Hitchhiker’s Guide to the Galaxy (Nominated as one of America’s best-loved novels by PBS’s The Great American Read) Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space. The Restaurant at the End of the Universe The moment before annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eat. Life, the Universe and Everything The unhappy inhabitants of planet Krikkit are sick of looking at the night sky– so they plan to destroy it. The universe, that is. Now only five individuals can avert Armageddon: mild-mannered Arthur Dent and his stalwart crew. So Long, and Thanks for All the Fish Back on Earth, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription thrusts him back to reality. So to speak. Mostly Harmless Just when Arthur Dent makes the terrible mistake of starting to enjoy life, all hell breaks loose. Can he save the Earth from total obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter from herself? Includes the bonus story “Young Zaphod Plays It Safe” “With droll wit, a keen eye for detail and heavy doses of insight . . . Adams makes us laugh until we cry.”—San Diego Union-Tribune “Lively, sharply satirical, brilliantly written . . . ranks with the best set pieces in Mark Twain.”—The Atlantic",Fiction
0743222008,The Vanished Man : A Lincoln Rhyme Novel,Jeffery Deaver,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743222008.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743222008.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743222008.01.LZZZZZZZ.jpg,False,,"Rhyme, Lincoln (Fictitious character) -- Fiction|Police -- New York (State) -- New York -- Fiction|Forensic scientists -- Fiction|Quadriplegics -- Fiction|New York (N.Y.) -- Fiction","SOON TO BE A MAJOR TELEVISION EVENT FROM NBC, STARRING RUSSELL HORNSBY, ARIELLE KEBBEL, AND MICHAEL IMPERIOLI. From New York Times bestselling author Jeffery Deaver—Lincoln Rhyme and Amelia Sachs must track a brilliant illusionist and escape artist whose masterful magician’s tricks are matched only by his ruthless murders. Forensics expert Lincoln Rhyme is called in to work the high-profile investigation of a killer who seemingly disappeared into thin air just as the NYPD closed in. As the homicidal illusionist baits him with grisly murders that grow more diabolical with each victim, Rhyme and his protégée, Amelia Sachs, must go behind the smoke and mirrors to prevent a horrific act of vengeance that could become the greatest vanishing act of all…",Fiction
0515127221,Sullivan's Island: A Lowcountry Tale,Dorothea Benton Frank,2000,Jove Books,http://images.amazon.com/images/P/0515127221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127221.01.LZZZZZZZ.jpg,False,,Women -- South Carolina -- Fiction.|Sullivan's Island (S.C. : Island) -- Fiction.|South Carolina -- Fiction.,"Born and raised on idyllic Sullivan's Island, Susan Hayes navigated through her turbulent childhood with humor, bravery and characteristic Southern sass. But years later, she is a conflicted woman with an unfaithful husband, a sometimes resentful teenage daughter, and a heart that aches with painful, poignant memories. And as Susan faces her uncertain future, she realizes that she must go back to her past. To the beachfront house where her sister welcomes her with open arms. To the only place she can truly call home and put the ghosts of her past to rest.",Fiction
0425161242,Chromosome 6,Robin Cook,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425161242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425161242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg,False,,,A medical thriller about an African farm where genetically engineered subhumans are bred to provide organs for transplants. The racket is uncovered by two doctors investigating a bizarre murder in New York City.--,Fiction
0425169863,Point of Origin,Patricia Daniels Cornwell,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425169863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg,False,,,Virginia medical examiner Kay Scarpetta finds herself up against a killer who hids his crimes with fire,Fiction
0345380371,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,http://images.amazon.com/images/P/0345380371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg,True,,Protected DAISY,"#1 NEW YORK TIMES BESTSELLER • From the author of Jurassic Park, Timeline, and Sphere comes this riveting thriller of corporate intrigue and cutthroat competition between American and Japanese business interests. “As well built a thrill machine as a suspense novel can be.”—The New York Times Book Review On the forty-fifth floor of the Nakamoto tower in downtown Los Angeles—the new American headquarters of the immense Japanese conglomerate—a grand opening celebration is in full swing. On the forty-sixth floor, in an empty conference room, the corpse of a beautiful young woman is discovered. The investigation immediately becomes a headlong chase through a twisting maze of industrial intrigue, a no-holds-barred conflict in which control of a vital American technology is the fiercely coveted prize—and in which the Japanese saying “Business is war” takes on a terrifying reality. “A grand maze of plot twists . . . Crichton’s gift for spinning a timely yarn is going to be enough, once again, to serve a current tenant of the bestseller list with an eviction notice.”—New York Daily News “The action in Rising Sun unfolds at a breathless pace.”—Business Week",Fiction
0446609323,Black Friday,James Patterson,1989,Warner Vision,http://images.amazon.com/images/P/0446609323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446609323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446609323.01.LZZZZZZZ.jpg,False,,,"A string of #1 blockbusters from Along Came a Spider to Cat & Mouse. Now read James Patterson's BLACK FRIDAY. The breathtaking suspense of Kiss the Girls and the authenticity of N.Y.P.D. Blue: Welcome to James Patterson's classic superthriller, BLACK FRIDAY. A courageous federal agent, a powerful and resourceful woman lawyer -- only they can possibly stop the unspeakable from happening. New York City is under siege by a secret militia group -- and that's just the beginning of the relentless terror of BLACK FRIDAY.",Fiction
0316690619,Cradle and All,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316690619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316690619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316690619.01.LZZZZZZZ.jpg,False,,,"Kathleen, from privileged Newport, Rhode Island; Colleen, from a poor Irish village - two teenagers who are both pregnant, and both in great danger. Meeting Kathleen, private detective Anne Fitzgerald suddenly has the case of a lifetime and quickly finds herself caught between the certainty of science and the possibility of a miracle that could stop terrible medical epidemics sweeping the globe. Anne's belief in humanity is put to the ultimate test as she comes face to face with an unimaginable evil.",Fiction
0446610038,1st to Die: A Novel,James Patterson,2002,Warner Vision,http://images.amazon.com/images/P/0446610038.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg,True,,,"As the only woman homicide inspector in San Francisco, Lindsay Boxer has to be tough. But nothing she has seen prepares her for the horror of the honeymoon murders, when a brutal maniac begins viciously slaughtering newly wed couples on their wedding nights. Lindsay is sickened by the deaths, but her determination to bring the murderer to justice is threatened by her own personal tragedy. So she turns to Claire, a leading coroner, Cindy, a journalist and Jill, a top attorney, for help with both her crises, and the Women's Murder Club is born.",Fiction
0451201558,Cold Case,Stephen White,2001,Signet Book,http://images.amazon.com/images/P/0451201558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451201558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451201558.01.LZZZZZZZ.jpg,False,,,"A group of former and current prosecutors, law-enforcement agents, and forensic specialists re-opens a long-forgotten double-murder case only to discover evidence of a third killing and the possible implication of a local celebrity.",Fiction
0679459626,Flesh and Blood,Jonathan Kellerman,2001,Random House,http://images.amazon.com/images/P/0679459626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679459626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679459626.01.LZZZZZZZ.jpg,False,"""Lauren Teague is a beautiful, defiant, borderline delinquent teenager when her parents bring her to Alex Delaware's office. But for all Alex's skill and effort, Lauren resists - angrily, provocatively. Reluctantly, the psychologist chalks Lauren up as one of the inevitable failures of a challenging profession. But years later, when Alex comes face-to-face with Lauren in a shocking encounter, both doctor and patient are stricken with shame.

And then the ultimate horror takes place when, soon after, Lauren's brutalized corpse is found dumped in an alley. Alex disregards the advice of his trusted friend LAPD detective Milo Sturgis, and jeopardizes his relationship with his longtime lover, Robin Castagna, in order to pursue Lauren's murderer.

As he investigates his young patient's troubled past, Alex enters the shadowy worlds of fringe psychological experimentation and the sex industry, and then steps into mortal danger where lust and big money collide in Southern California.""--BOOK JACKET.","Delaware, Alex (Fictitious character) -- Fiction|Sturgis, Milo (Fictitious character) -- Fiction|Police -- California -- Los Angeles -- Fiction|Psychologists -- Fiction|Stripteasers -- Fiction|Los Angeles (Calif.) -- Fiction","She disappeared fifteen years ago. Frank Elder never stopped looking. Long after Susan Blacklock's disappearance, Detective Inspector Frank Elder has taken early retirement, but the case still plagues his mind – one failure he can never fix. The prime suspects were jailed for another murder. Now, one of them is on parole – until he vanishes too. And then the postcards start arriving. Postcards from the killer. Postcards of Elder's daughter...",Fiction
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,http://images.amazon.com/images/P/0805019375.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805019375.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805019375.01.LZZZZZZZ.jpg,False,"""L"" Is for Lawless: Call it Kinsey Millhone in bad company. Call it a mystery without a murder, a treasure hunt without a map, a quest novel with truly mixed-up motives. Call it the return of Kinsey as bad girl - quick-witted and quicksilvery, smart-mouthed and smart-alecky - poking her nose into everyone's dirty laundry as she joins up with a modern-day Bonnie and Clyde in an Our Gang comedy that will take her halfway across the country and leave her with a major headache and an empty bank balance.

America's favorite borderline delinquent is back with her one-liners on tap and her energy level on high, romping through her fastest and funniest adventure in this, her twelfth foray into the alphabet of crime.","Millhone, Kinsey (Fictitious character) -- Fiction|Women private investigators -- California -- Fiction|California -- Fiction","L is for Lawless is the twelfth in the Kinsey Millhone mystery series by Sue Grafton. It was the week before Thanksgiving when Kinsey Millhone first heard the sad story of the late Johnny Lee, the World War II fighter pilot of whom, rather mysteriously, the military authorities have no record. His family are concerned – perhaps Kinsey could make a few calls, straighten things out? Then Johnny's apartment is ransacked. In the debris a hidden safe is uncovered – and in that safe is a mysterious key marked LAWLESS. That night Kinsey's on a plane to Dallas, at the start of a thrilling rollercoaster ride through Texas and Kentucky on the trail of long-buried treasure. Unfortunately there's a fire-raising psychopath on her tail . . . And she's going to be late for a very important wedding . . .",Fiction
0425130215,Hocus Pocus,Kurt Vonnegut,1991,Berkley Publishing Group,http://images.amazon.com/images/P/0425130215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425130215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425130215.01.LZZZZZZZ.jpg,False,,"Vietnam War, 1961-1975|Fiction","From the New York Times bestselling author of Slaughterhouse-Five comes an irresistible novel that combines “clever wit with keen social observation...[and] re-establishes Mr. Vonnegut’s place as the Mark Twain of our times” (Atlanta Journal & Constitution). Here is the adventure of Eugene Debs Hartke. He’s a Vietnam veteran, a jazz pianist, a college professor, and a prognosticator of the apocalypse (and other things Earth-shattering). But that’s neither here nor there. Because at Tarkington College—where he teaches—the excrement is about to hit the air-conditioning. And it’s all Eugene’s fault.",Fiction
0061000175,Skinwalkers (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990,HarperTorch,http://images.amazon.com/images/P/0061000175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061000175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061000175.01.LZZZZZZZ.jpg,False,,Crime & mystery|Navajo Indians|Mystery & Detective - Police Procedural|Fiction|Fiction - Mystery/ Detective|Mystery/Suspense|Mystery & Detective - Series|Fiction / Mystery & Detective / General|Mystery & Detective - General,Lt. Joe Leaphorn and Officer Jim Chee of the Navajo Tribal Police are united in a murder investigation that leads them into the dark world of Navajo witchcraft.,Fiction
